"","geoid","city_code","pop_total","pop_with_water_supply","pop_with_sewer_service","qty_water_supply_paralizations","has_selective_waste_collection"
"611",2602209,"260220",38924,38924,NA,0,NA
"612",2602407,"260240",8989,8989,NA,0,NA
"613",2602506,"260250",7464,7464,NA,0,"FALSE"
"614",2602605,"260260",49092,49092,49092,0,NA
"615",2602803,"260280",56523,56523,NA,0,NA
"616",2603009,"260300",33247,33247,33247,10,"FALSE"
"617",2603108,"260310",19951,19951,NA,0,NA
"618",2603207,"260320",28145,28145,NA,0,"FALSE"
"619",2603306,"260330",11136,11136,NA,0,"FALSE"
"620",2603405,"260340",5745,5745,NA,6,NA
"621",2603504,"260350",18292,18292,NA,2,"FALSE"
"622",2603702,"260370",24837,24837,NA,0,"FALSE"
"623",2603801,"260380",19997,19997,NA,0,NA
"624",2603900,"260390",19318,19318,NA,6,NA
"625",2603926,"260392",12603,12603,12603,0,"FALSE"
"626",2604106,"260410",347088,347088,347088,0,"FALSE"
"627",2604155,"260415",14219,14219,NA,0,"FALSE"
"628",2604304,"260430",11515,11515,11515,0,"FALSE"
"629",2604502,"260450",21274,21274,NA,0,"TRUE"
"630",2604700,"260470",17968,17968,NA,0,NA
"631",2604908,"260490",13132,13132,NA,0,NA
"632",2605004,"260500",23841,23841,NA,0,NA
"633",2605103,"260510",36184,36184,NA,0,"FALSE"
"634",2605152,"260515",18321,18321,18321,0,"FALSE"
"635",2605301,"260530",31928,31928,NA,22,NA
"636",2605608,"260560",22588,22588,NA,9,NA
"637",2605707,"260570",31809,31809,NA,5,"FALSE"
"638",2605806,"260580",15137,15137,NA,1,NA
"639",2606002,"260600",136949,136949,136949,0,NA
"640",2606309,"260630",7308,7308,7308,10,NA
"641",2606408,"260640",81893,81893,81893,3,NA
"642",2606507,"260650",19010,NA,NA,NA,NA
"643",2606606,"260660",28604,28604,NA,0,"FALSE"
"644",2606705,"260670",7725,7725,NA,0,"FALSE"
"645",2606903,"260690",12137,12137,12137,0,"FALSE"
"646",2607000,"260700",21932,21932,21932,9,NA
"647",2607109,"260710",4556,4556,NA,0,NA
"648",2607307,"260730",29721,29721,29721,0,NA
"649",2607406,"260740",4754,4754,NA,0,NA
"650",2607505,"260750",26412,26412,NA,0,"FALSE"
"651",2607703,"260770",13780,13780,NA,0,"FALSE"
"652",2608008,"260800",16858,16858,NA,0,NA
"653",2608057,"260805",14587,14587,NA,11,"FALSE"
"654",2608107,"260810",32939,32939,NA,3,NA
"655",2608255,"260825",11202,11202,NA,0,"FALSE"
"656",2608305,"260830",14525,14525,NA,0,NA
"657",2608404,"260840",15171,15171,NA,0,"FALSE"
"658",2608602,"260860",12865,12865,NA,0,"FALSE"
"659",2608701,"260870",16161,16161,NA,0,NA
"660",2608750,"260875",24757,24757,24757,0,"FALSE"
"661",2608800,"260880",39240,39240,NA,2,NA
"662",2609154,"260915",20302,20302,NA,0,NA
"663",2609303,"260930",15098,15098,NA,0,"FALSE"
"664",2609709,"260970",23663,23663,NA,4,"FALSE"
"665",2609808,"260980",14445,14445,NA,2,NA
"666",2609907,"260990",67676,67676,NA,7,"FALSE"
"667",2610103,"261010",7969,7969,NA,0,"FALSE"
"668",2610202,"261020",26464,26464,26464,0,"FALSE"
"669",2610301,"261030",11357,11357,NA,0,"FALSE"
"670",2610400,"261040",21193,21193,NA,3,"TRUE"
"671",2610509,"261050",28982,28982,NA,0,NA
"672",2610806,"261080",22401,22401,NA,0,NA
"673",2610905,"261090",66153,66153,NA,3,"FALSE"
"674",2611002,"261100",35342,35342,NA,2,"FALSE"
"675",2611101,"261110",331951,331951,331951,8,"FALSE"
"676",2611200,"261120",11265,11265,NA,0,NA
"677",2611533,"261153",6823,6823,NA,5,NA
"678",2611705,"261170",20177,20177,NA,0,NA
"679",2612000,"261200",10437,10437,NA,0,NA
"680",2612109,"261210",10423,10423,NA,0,NA
"681",2612208,"261220",59769,59769,59769,25,"FALSE"
"682",2612307,"261230",15742,15742,NA,0,"FALSE"
"683",2612406,"261240",25047,25047,NA,0,NA
"684",2612455,"261245",14857,14857,NA,18,NA
"685",2612471,"261247",12375,12375,NA,0,"FALSE"
"686",2612505,"261250",101485,101485,NA,0,NA
"687",2612554,"261255",14172,14172,14172,6,"FALSE"
"688",2612604,"261260",41293,41293,NA,0,NA
"689",2612703,"261270",13826,13826,NA,0,"FALSE"
"690",2612802,"261280",11627,11627,NA,0,NA
"691",2613008,"261300",57659,57659,NA,7,NA
"692",2613107,"261310",36763,36763,NA,0,"FALSE"
"693",2613206,"261320",22403,22403,NA,1,NA
"694",2613305,"261330",21171,21171,NA,0,"FALSE"
"695",2613503,"261350",33677,33677,33677,1,NA
"696",2613602,"261360",33365,33365,33365,3,"TRUE"
"697",2613909,"261390",84352,84352,84352,15,NA
"698",2614006,"261400",19017,19017,NA,8,"FALSE"
"699",2614105,"261410",35367,35367,NA,10,NA
"700",2614303,"261430",11242,11242,NA,5,NA
"701",2614402,"261440",5949,5949,NA,0,"FALSE"
"702",2614501,"261450",63166,63166,NA,0,NA
"703",2614600,"261460",27958,27958,NA,4,NA
"704",2614709,"261470",12891,12891,NA,0,"TRUE"
"705",2614808,"261480",24626,24626,NA,0,NA
"706",2615003,"261500",27592,27592,27592,0,"FALSE"
"707",2615102,"261510",7057,7057,NA,1,NA
"708",2615201,"261520",10185,10185,NA,17,NA
"709",2615409,"261540",42123,42123,NA,0,NA
"710",2615607,"261560",29519,29519,NA,15,NA
"711",2615706,"261570",15250,15250,NA,0,"FALSE"
"712",2615805,"261580",26454,26454,26454,0,NA
"713",2615904,"261590",8149,8149,NA,2,NA
"714",2616001,"261600",17870,17870,NA,0,"FALSE"
"715",2616100,"261610",9450,9450,NA,4,NA
"716",2616183,"261618",7746,7746,NA,0,"FALSE"
"717",2616209,"261620",19976,19976,NA,0,"FALSE"
"718",2700102,"270010",20434,20434,NA,126,"FALSE"
"719",2700300,"270030",231053,231053,231053,156,NA
"720",2700706,"270070",18496,18496,18496,22,"FALSE"
"721",2700904,"270090",6775,6775,NA,12,NA
"722",2701209,"270120",10818,10818,NA,32,"FALSE"
"723",2701605,"270160",17976,17976,NA,220,NA
"724",2701803,"270180",8969,8969,NA,44,NA
"725",2702009,"270200",10992,10992,NA,6,NA
"726",2702355,"270235",24288,24288,NA,116,NA
"727",2702405,"270240",51997,51997,51997,144,"TRUE"
"728",2702504,"270250",11224,11224,NA,32,"FALSE"
"729",2702553,"270255",18306,18306,NA,9,NA
"730",2702900,"270290",40519,40519,NA,84,NA
"731",2703106,"270310",26041,26041,NA,104,NA
"732",2703304,"270330",18621,18621,NA,198,"FALSE"
"733",2703403,"270340",5429,5429,NA,12,NA
"734",2703700,"270370",5695,5695,NA,32,NA
"735",2704104,"270410",18343,18343,NA,89,"FALSE"
"736",2704401,"270440",20047,20047,NA,52,"FALSE"
"737",2704609,"270460",9770,9770,NA,28,"FALSE"
"738",2705002,"270500",25590,25590,NA,420,NA
"739",2705309,"270530",5425,5425,NA,12,NA
"740",2705408,"270540",7241,7241,NA,22,NA
"741",2705705,"270570",21641,21641,NA,25,NA
"742",2705804,"270580",9298,9298,NA,152,NA
"743",2706000,"270600",11688,11688,NA,27,NA
"744",2706109,"270610",11537,11537,NA,30,"FALSE"
"745",2706208,"270620",5004,5004,NA,20,"FALSE"
"746",2706307,"270630",73878,73878,73878,20,"FALSE"
"747",2706406,"270640",24878,24878,NA,22,NA
"748",2706422,"270642",10601,10601,NA,146,"FALSE"
"749",2707107,"270710",24950,24950,24950,24,NA
"750",2707206,"270720",14493,14493,NA,25,NA
"751",2707602,"270760",11592,11592,11592,10,NA
"752",2708006,"270800",47820,47820,47820,30,"FALSE"
"753",2708402,"270840",32271,32271,NA,27,NA
"754",2708956,"270895",13909,13909,NA,52,"FALSE"
"755",2709202,"270920",27798,27798,NA,43,"FALSE"
"756",2800100,"280010",2374,2374,NA,0,NA
"757",2800209,"280020",21312,21312,NA,0,NA
"758",2801108,"280110",4057,4057,NA,0,NA
"759",2801207,"280120",28279,28279,NA,0,NA
"760",2801405,"280140",21484,21484,NA,0,NA
"761",2801603,"280160",5890,5890,NA,0,NA
"762",2801900,"280190",3985,3985,NA,0,NA
"763",2802205,"280220",5573,5573,NA,0,NA
"764",2802304,"280230",15047,15047,NA,0,"TRUE"
"765",2802403,"280240",11724,11724,NA,0,"FALSE"
"766",2802601,"280260",5848,5848,NA,0,"FALSE"
"767",2803104,"280310",5017,5017,NA,0,NA
"768",2803708,"280370",6824,6824,6824,0,NA
"769",2804201,"280420",14853,14853,NA,0,"FALSE"
"770",2804458,"280445",8830,8830,8830,0,"FALSE"
"771",2804508,"280450",35726,35726,NA,0,NA
"772",2804607,"280460",26240,26240,NA,0,"FALSE"
"773",2804706,"280470",6494,6494,NA,0,NA
"774",2805000,"280500",3199,3199,NA,0,NA
"775",2805208,"280520",6440,6440,NA,0,NA
"776",2805406,"280540",33757,33757,NA,0,"FALSE"
"777",2805505,"280550",23416,23416,NA,0,"FALSE"
"778",2805604,"280560",28492,28492,NA,0,NA
"779",2805703,"280570",29655,29655,NA,0,NA
"780",2806008,"280600",18362,18362,NA,0,NA
"781",2807006,"280700",3902,3902,NA,0,NA
"782",2807105,"280710",40526,40526,40526,0,"FALSE"
"783",2807303,"280730",3170,3170,NA,0,NA
"784",2807402,"280740",51375,51375,NA,0,"FALSE"
"785",2900108,"290010",9226,NA,NA,NA,NA
"786",2900207,"290020",19574,19574,19574,6,"FALSE"
"787",2900355,"290035",17153,17153,NA,0,NA
"788",2900405,"290040",17043,17043,NA,0,NA
"789",2900504,"290050",11437,11437,NA,5,"FALSE"
"790",2901007,"290100",37807,37807,37807,11,"TRUE"
"791",2901155,"290115",16923,16923,NA,98,"FALSE"
"792",2901205,"290120",20096,20096,NA,1,"FALSE"
"793",2901304,"290130",13723,13723,NA,2,"FALSE"
"794",2901353,"290135",14791,14791,NA,21,"FALSE"
"795",2901502,"290150",11299,11299,NA,0,NA
"796",2901601,"290160",19183,19183,NA,3,NA
"797",2901700,"290170",12225,12225,NA,1,NA
"798",2901809,"290180",12187,12187,NA,2,NA
"799",2902005,"290200",14089,14089,NA,9,NA
"800",2902104,"290210",56370,56370,56370,7,"FALSE"
"801",2902609,"290260",21197,21197,NA,9,"FALSE"
"802",2902658,"290265",13711,13711,NA,1,"FALSE"
"803",2902708,"290270",54188,NA,NA,NA,"FALSE"
"804",2902807,"290280",22394,22394,22394,27,"FALSE"
"805",2902906,"290290",34853,34853,34853,11,NA
"806",2903003,"290300",14526,14526,NA,5,"FALSE"
"807",2903235,"290323",15377,15377,NA,15,NA
"808",2903276,"290327",15770,15770,NA,18,NA
"809",2903508,"290350",18383,18383,NA,2,NA
"810",2903607,"290360",15799,15799,NA,13,NA
"811",2903706,"290370",14577,14577,14577,0,NA
"812",2903805,"290380",18658,18658,NA,0,NA
"813",2903904,"290390",69526,69526,69526,82,NA
"814",2903953,"290395",10554,10554,NA,2,"FALSE"
"815",2904001,"290400",14585,14585,NA,0,NA
"816",2904050,"290405",16873,16873,NA,0,NA
"817",2904100,"290410",22429,NA,NA,NA,NA
"818",2904209,"290420",11021,11021,NA,1,NA
"819",2904308,"290430",15214,15214,15214,2,NA
"820",2904407,"290440",10698,10698,NA,54,NA
"821",2904506,"290450",11070,11070,NA,0,NA
"822",2904605,"290460",69255,69255,69255,3,"FALSE"
"823",2904753,"290475",21549,NA,NA,NA,NA
"824",2904803,"290480",10166,10166,NA,2,NA
"825",2904852,"290485",18978,18978,18978,18,NA
"826",2905008,"290500",23545,23545,NA,3,NA
"827",2905107,"290510",10143,10143,NA,0,"FALSE"
"828",2905156,"290515",15982,15982,NA,2,NA
"829",2905206,"290520",52531,52531,NA,11,"TRUE"
"830",2905305,"290530",18695,18695,NA,4,"FALSE"
"831",2905503,"290550",13641,13641,NA,17,NA
"832",2905909,"290590",29938,29938,29938,8,"FALSE"
"833",2906006,"290600",72271,72271,72271,0,NA
"834",2906204,"290620",26382,26382,NA,33,NA
"835",2906402,"290640",9011,9011,NA,0,NA
"836",2906600,"290660",14667,14667,NA,15,"FALSE"
"837",2906709,"290670",26855,26855,NA,3,"FALSE"
"838",2906808,"290680",35235,35235,NA,10,"FALSE"
"839",2906824,"290682",17177,17177,NA,36,"FALSE"
"840",2906857,"290685",12118,12118,NA,33,NA
"841",2906873,"290687",29346,29346,29346,4,"FALSE"
"842",2906899,"290689",10016,10016,10016,10,"FALSE"
"843",2907103,"290710",29955,29955,29955,8,"TRUE"
"844",2907202,"290720",72172,72172,72172,7,NA
"845",2907301,"290730",27286,27286,27286,22,"FALSE"
"846",2907558,"290755",9762,9762,9762,2,NA
"847",2907608,"290760",18140,18140,NA,4,NA
"848",2907707,"290770",11522,11522,11522,0,NA
"849",2907806,"290780",34478,34478,NA,1,NA
"850",2907905,"290790",17602,17602,NA,1,"FALSE"
"851",2908101,"290810",19396,NA,NA,NA,NA
"852",2908408,"290840",68146,68146,68146,0,"TRUE"
"853",2908705,"290870",18269,18269,NA,6,"FALSE"
"854",2908804,"290880",4326,4326,NA,2,"FALSE"
"855",2909000,"290900",8834,8834,NA,7,"FALSE"
"856",2909109,"290910",14976,14976,NA,12,"FALSE"
"857",2909208,"290920",17098,17098,17098,36,"FALSE"
"858",2909505,"290950",5560,5560,5560,10,NA
"859",2909604,"290960",21617,21617,NA,1,"FALSE"
"860",2909901,"290990",35208,35208,35208,7,NA
"861",2910107,"291010",12499,NA,NA,NA,NA
"862",2910305,"291030",8434,8434,NA,9,NA
"863",2910404,"291040",20331,20331,20331,3,NA
"864",2910701,"291070",60666,60666,60666,19,"FALSE"
"865",2910750,"291075",18481,18481,NA,8,NA
"866",2910776,"291077",5914,NA,NA,NA,NA
"867",2910800,"291080",617528,617528,617528,17,"TRUE"
"868",2910859,"291085",17583,17583,NA,13,NA
"869",2911253,"291125",4712,4712,4712,14,"TRUE"
"870",2911303,"291130",11423,11423,11423,2,"FALSE"
"871",2911402,"291140",16072,16072,16072,0,"FALSE"
"872",2911659,"291165",8805,8805,NA,2,"FALSE"
"873",2911709,"291170",85797,85797,85797,30,"FALSE"
"874",2911857,"291185",13762,13762,NA,8,NA
"875",2911907,"291190",26178,26178,NA,0,NA
"876",2912004,"291200",10502,10502,NA,6,NA
"877",2912202,"291220",19548,19548,NA,0,"FALSE"
"878",2912400,"291240",18674,18674,NA,3,NA
"879",2912509,"291250",15296,15296,NA,4,NA
"880",2912608,"291260",5158,5158,NA,4,"FALSE"
"881",2913002,"291300",16699,16699,16699,0,NA
"882",2913101,"291310",18727,18727,NA,0,"FALSE"
"883",2913200,"291320",27655,27655,27655,6,NA
"884",2913309,"291330",6311,6311,NA,0,NA
"885",2913408,"291340",16225,NA,NA,NA,NA
"886",2913507,"291350",27787,27787,27787,5,"FALSE"
"887",2913705,"291370",40915,40915,NA,2,"FALSE"
"888",2913804,"291380",15521,15521,NA,0,"TRUE"
"889",2914000,"291400",62095,62095,62095,6,"FALSE"
"890",2914109,"291410",10113,10113,10113,0,NA
"891",2914208,"291420",7472,7472,NA,8,NA
"892",2914307,"291430",10487,10487,NA,12,"FALSE"
"893",2914406,"291440",25006,25006,NA,0,NA
"894",2914604,"291460",73380,73380,73380,14,"FALSE"
"895",2914703,"291470",66310,66310,66310,1,"FALSE"
"896",2915007,"291500",16446,16446,NA,12,NA
"897",2915106,"291510",13359,13359,NA,0,NA
"898",2915353,"291535",14667,14667,NA,0,NA
"899",2915809,"291580",23327,23327,23327,11,NA
"900",2916401,"291640",76184,76184,76184,4,"TRUE"
"901",2916500,"291650",35987,35987,NA,2,NA
"902",2916708,"291670",8519,8519,8519,6,"FALSE"
"903",2916807,"291680",20091,20091,NA,0,NA
"904",2916856,"291685",14763,14763,NA,23,"FALSE"
"905",2916906,"291690",13307,13307,13307,0,"FALSE"
"906",2917003,"291700",38492,38492,38492,20,"FALSE"
"907",2917102,"291710",21178,21178,21178,12,NA
"908",2917201,"291720",19406,19406,19406,0,NA
"909",2917334,"291733",11331,11331,NA,1,NA
"910",2917409,"291740",15409,15409,NA,1,"FALSE"
"911",2917508,"291750",84811,84811,84811,2,"TRUE"
"912",2917607,"291760",55449,55449,55449,6,"TRUE"
"913",2917706,"291770",33186,33186,33186,5,"FALSE"
"914",2918001,"291800",161528,161528,161528,0,NA
"915",2918100,"291810",41100,41100,NA,22,"FALSE"
"916",2918357,"291835",25141,25141,NA,4,"FALSE"
"917",2918407,"291840",218324,218324,218324,2,NA
"918",2918506,"291850",15841,15841,NA,0,NA
"919",2918605,"291860",7229,7229,NA,0,"FALSE"
"920",2918704,"291870",4020,4020,NA,15,"FALSE"
"921",2918753,"291875",15801,15801,NA,0,NA
"922",2919009,"291900",3974,3974,3974,2,"FALSE"
"923",2919058,"291905",8836,8836,NA,3,NA
"924",2919108,"291910",9442,9442,NA,9,NA
"925",2919157,"291915",27521,27521,NA,6,NA
"926",2919306,"291930",11445,11445,11445,1,"FALSE"
"927",2919405,"291940",12966,12966,NA,1,"TRUE"
"928",2919504,"291950",46035,46035,NA,1,NA
"929",2919603,"291960",11837,11837,11837,6,"FALSE"
"930",2919702,"291970",18786,18786,NA,0,NA
"931",2919801,"291980",50262,50262,NA,13,"FALSE"
"932",2919900,"291990",8365,8365,NA,45,"FALSE"
"933",2919959,"291995",5174,5174,NA,0,"FALSE"
"934",2920007,"292000",10082,10082,NA,1,NA
"935",2920106,"292010",20097,20097,NA,13,"FALSE"
"936",2920205,"292020",17455,17455,NA,5,NA
"937",2920304,"292030",8896,8896,NA,2,"FALSE"
"938",2920403,"292040",14488,14488,NA,10,NA
"939",2920502,"292050",23751,23751,NA,1,"FALSE"
"940",2920809,"292080",10951,10951,NA,1,"FALSE"
"941",2921054,"292105",12314,12314,NA,14,NA
"942",2921203,"292120",27536,27536,27536,14,NA
"943",2921302,"292130",11659,11659,NA,9,"FALSE"
"944",2921401,"292140",18039,18039,NA,1,NA
"945",2921450,"292145",9902,9902,NA,5,"FALSE"
"946",2921500,"292150",54733,54733,NA,15,"FALSE"
"947",2921609,"292160",8967,8967,NA,9,"FALSE"
"948",2921708,"292170",36717,36717,36717,104,"FALSE"
"949",2921807,"292180",12477,12477,NA,1,"FALSE"
"950",2921906,"292190",10244,10244,10244,4,"TRUE"
"951",2922052,"292205",12200,12200,NA,29,"FALSE"
"952",2922102,"292210",27165,27165,NA,60,"FALSE"
"953",2922250,"292225",11495,11495,11495,12,NA
"954",2922656,"292265",13321,13321,NA,8,"FALSE"
"955",2922706,"292270",17082,17082,NA,1,NA
"956",2922730,"292273",8125,8125,NA,25,NA
"957",2922805,"292280",8312,8312,NA,27,"FALSE"
"958",2922854,"292285",9470,9470,NA,1,NA
"959",2922904,"292290",25854,25854,NA,0,NA
"960",2923035,"292303",12238,12238,NA,0,NA
"961",2923050,"292305",15993,15993,NA,1,"FALSE"
"962",2923100,"292310",26817,26817,26817,0,"FALSE"
"963",2923209,"292320",22774,22774,NA,0,"FALSE"
"964",2923357,"292335",17775,17775,NA,4,NA
"965",2923407,"292340",22416,22416,NA,2,"FALSE"
"966",2923506,"292350",9130,9130,9130,0,NA
"967",2923605,"292360",22077,22077,NA,3,"FALSE"
"968",2923704,"292370",32636,NA,NA,NA,"FALSE"
"969",2923803,"292380",29878,29878,NA,11,"FALSE"
"970",2924009,"292400",119214,119214,119214,2,NA
"971",2924058,"292405",14471,14471,NA,62,NA
"972",2924207,"292420",18135,18135,NA,14,NA
"973",2924306,"292430",18473,NA,NA,NA,NA
"974",2924405,"292440",35428,NA,NA,NA,NA
"975",2924504,"292450",16805,16805,NA,10,"FALSE"
"976",2924603,"292460",21062,NA,NA,NA,NA
"977",2924652,"292465",10742,10742,10742,0,"TRUE"
"978",2924702,"292470",12238,12238,NA,0,"FALSE"
"979",2924801,"292480",25027,25027,NA,40,NA
"980",2924900,"292490",9473,9473,NA,0,"FALSE"
"981",2925006,"292500",26632,26632,NA,5,"FALSE"
"982",2925105,"292510",48729,48729,NA,0,NA
"983",2925253,"292525",16168,16168,NA,4,NA
"984",2925402,"292540",8969,8969,NA,4,"FALSE"
"985",2925600,"292560",14712,14712,NA,4,"FALSE"
"986",2925709,"292570",13178,13178,13178,2,"FALSE"
"987",2925808,"292580",26083,26083,NA,2,NA
"988",2925907,"292590",28655,28655,NA,7,"FALSE"
"989",2925931,"292593",10033,10033,NA,17,NA
"990",2925956,"292595",24349,24349,NA,37,NA
"991",2926004,"292600",42275,42275,42275,5,"FALSE"
"992",2926103,"292610",13319,13319,NA,0,NA
"993",2926301,"292630",35403,35403,35403,46,"TRUE"
"994",2926400,"292640",36039,NA,NA,NA,NA
"995",2926509,"292650",15269,15269,NA,1,NA
"996",2926608,"292660",51418,51418,51418,0,"FALSE"
"997",2926657,"292665",8260,8260,NA,0,NA
"998",2926707,"292670",13616,13616,13616,0,NA
"999",2926806,"292680",15628,15628,NA,39,NA
"1000",2926905,"292690",12084,12084,NA,0,"FALSE"
"1001",2927101,"292710",8887,8887,8887,5,"FALSE"
"1002",2927200,"292720",31867,31867,31867,6,NA
"1003",2927507,"292750",20754,20754,20754,17,"FALSE"
"1004",2927606,"292760",15100,15100,15100,5,"FALSE"
"1005",2927903,"292790",11177,11177,11177,14,"FALSE"
"1006",2928000,"292800",36915,36915,NA,45,NA
"1007",2928208,"292820",27260,27260,NA,0,NA
"1008",2928307,"292830",9442,9442,NA,17,NA
"1009",2928505,"292850",10586,10586,10586,22,NA
"1010",2928802,"292880",53193,53193,53193,0,"FALSE"
"1011",2928950,"292895",9877,9877,NA,32,NA
"1012",2929057,"292905",15647,15647,NA,2,NA
"1013",2929255,"292925",19542,19542,NA,0,"FALSE"
"1014",2929370,"292937",11061,11061,NA,2,NA
"1015",2929701,"292970",20320,20320,NA,5,NA
"1016",2929800,"292980",12739,12739,NA,10,NA
"1017",2929909,"292990",45202,45202,NA,1,NA
"1018",2930006,"293000",11528,11528,NA,0,"FALSE"
"1019",2930105,"293010",81330,81330,81330,1,"FALSE"
"1020",2930154,"293015",33011,NA,NA,NA,NA
"1021",2930204,"293020",41464,NA,NA,NA,NA
"1022",2930303,"293030",18389,18389,NA,53,"FALSE"
"1023",2930402,"293040",15351,15351,NA,0,"FALSE"
"1024",2930501,"293050",83275,83275,83275,5,NA
"1025",2930600,"293060",13373,13373,NA,7,"FALSE"
"1026",2930758,"293075",13320,NA,NA,NA,NA
"1027",2930766,"293076",11767,11767,NA,1,NA
"1028",2930774,"293077",23583,23583,23583,3,"FALSE"
"1029",2930808,"293080",17332,17332,NA,50,NA
"1030",2930907,"293090",13025,13025,NA,53,NA
"1031",2931004,"293100",21282,21282,NA,0,NA
"1032",2931053,"293105",17702,17702,NA,5,NA
"1033",2931103,"293110",8553,8553,NA,17,NA
"1034",2931301,"293130",17398,17398,17398,132,"FALSE"
"1035",2931509,"293150",23011,23011,23011,0,NA
"1036",2931806,"293180",18187,18187,NA,3,NA
"1037",2931905,"293190",55777,55777,55777,0,NA
"1038",2932002,"293200",25087,25087,NA,4,NA
"1039",2932101,"293210",20782,20782,20782,0,"FALSE"
"1040",2932408,"293240",14483,14483,NA,0,"FALSE"
"1041",2932457,"293245",19055,19055,NA,9,NA
"1042",2932606,"293260",17301,NA,NA,NA,"TRUE"
"1043",2932804,"293280",19593,19593,NA,0,"FALSE"
"1044",2933000,"293300",27906,27906,NA,0,"FALSE"
"1045",2933059,"293305",14729,14729,NA,1,NA
"1046",2933109,"293310",9416,9416,NA,18,"FALSE"
"1047",2933158,"293315",13470,13470,13470,4,"FALSE"
"1048",2933307,"293330",343230,343230,343230,13,"TRUE"
"1049",2933406,"293340",9731,9731,NA,0,NA
"1050",2933604,"293360",48316,48316,48316,15,"FALSE"
"1051",3101003,"310100",13447,13447,13447,0,"FALSE"
"1052",3101706,"310170",41296,41296,41296,53,NA
"1053",3102704,"310270",9410,9410,NA,5,"FALSE"
"1054",3103405,"310340",37270,37270,37270,47,"FALSE"
"1055",3105202,"310520",5019,5019,5019,20,"FALSE"
"1056",3106507,"310650",12431,12431,12431,27,"FALSE"
"1057",3106655,"310665",4661,4661,NA,0,"FALSE"
"1058",3108255,"310825",10669,10669,NA,1,NA
"1059",3112703,"311270",15074,15074,15074,8,"FALSE"
"1060",3113008,"311300",23571,23571,23571,9,"FALSE"
"1061",3115474,"311547",5174,5174,5174,1,"FALSE"
"1062",3116100,"311610",15657,15657,NA,127,NA
"1063",3117009,"311700",7835,7835,7835,18,"FALSE"
"1064",3117836,"311783",7564,7564,NA,2,"FALSE"
"1065",3119500,"311950",9400,9400,9400,12,"FALSE"
"1066",3120300,"312030",6010,6010,6010,0,"FALSE"
"1067",3120870,"312087",7491,7491,NA,0,NA
"1068",3122355,"312235",6478,6478,NA,0,NA
"1069",3122454,"312245",10209,10209,10209,0,"TRUE"
"1070",3124302,"312430",32151,32151,NA,0,"FALSE"
"1071",3125606,"312560",7338,7338,7338,0,"TRUE"
"1072",3126505,"312650",10550,10550,NA,18,"FALSE"
"1073",3126703,"312670",26217,26217,26217,365,"FALSE"
"1074",3127073,"312707",5809,5809,NA,11,NA
"1075",3127339,"312733",5255,NA,NA,NA,NA
"1076",3127800,"312780",15805,15805,15805,5,"FALSE"
"1077",3129657,"312965",6206,6206,NA,1,NA
"1078",3130655,"313065",7526,7526,7526,0,"FALSE"
"1079",3132107,"313210",18383,18383,18383,0,"FALSE"
"1080",3133303,"313330",21564,21564,21564,10,"FALSE"
"1081",3134004,"313400",15059,15059,15059,25,"FALSE"
"1082",3134707,"313470",12537,12537,12537,32,NA
"1083",3135050,"313505",37054,37054,37054,4,"TRUE"
"1084",3135100,"313510",70886,70886,70886,6,"TRUE"
"1085",3135209,"313520",68247,68247,68247,1,"FALSE"
"1086",3135357,"313535",8643,8643,NA,1,"FALSE"
"1087",3135456,"313545",7580,7580,7580,8,NA
"1088",3135803,"313580",25365,25365,25365,12,"TRUE"
"1089",3136009,"313600",15562,15562,15562,218,NA
"1090",3136504,"313650",10826,10826,10826,0,"FALSE"
"1091",3136520,"313652",4643,4643,4643,3,"FALSE"
"1092",3136579,"313657",4830,4830,4830,4,"FALSE"
"1093",3136959,"313695",5861,5861,5861,0,NA
"1094",3138658,"313865",8938,8938,8938,1,NA
"1095",3139250,"313925",6591,NA,NA,NA,"FALSE"
"1096",3139300,"313930",19622,19622,19622,2,"FALSE"
"1097",3140555,"314055",8425,8425,8425,0,"TRUE"
"1098",3140852,"314085",10822,10822,NA,11,NA
"1099",3141009,"314100",12895,12895,NA,51,NA
"1100",3141405,"314140",21459,21459,21459,6,NA
"1101",3142254,"314225",4832,4832,NA,10,"FALSE"
"1102",3142700,"314270",15779,15779,15779,0,"FALSE"
"1103",3142908,"314290",21990,21990,21990,0,"FALSE"
"1104",3143153,"314315",4897,4897,4897,38,"FALSE"
"1105",3143450,"314345",8041,8041,NA,0,"FALSE"
"1106",3144656,"314465",10301,10301,NA,0,"FALSE"
"1107",3145059,"314505",7636,7636,7636,4,"TRUE"
"1108",3145307,"314530",31803,31803,31803,16,"FALSE"
"1109",3145372,"314537",5255,5255,5255,15,NA
"1110",3146255,"314625",6250,6250,6250,23,NA
"1111",3146305,"314630",19971,19971,NA,12,"FALSE"
"1112",3146552,"314655",6162,6162,NA,3,"TRUE"
"1113",3147956,"314795",5914,5914,NA,0,"FALSE"
"1114",3148707,"314870",24683,24683,24683,28,"TRUE"
"1115",3149150,"314915",11193,11193,NA,8,"TRUE"
"1116",3152170,"315217",12016,12016,NA,36,NA
"1117",3152204,"315220",38720,38720,38720,44,"TRUE"
"1118",3154507,"315450",9658,9658,9658,9,"FALSE"
"1119",3155603,"315560",30732,30732,30732,0,"FALSE"
"1120",3156502,"315650",7093,7093,7093,12,"FALSE"
